date,indeed_job_postings_index_us,indeed_software_development_job_postings_index_us
2025-10-16,102.13,65.08
2025-10-17,102.11,65.19
2025-10-18,101.94,65.16
2025-10-19,101.98,65.28
2025-10-20,101.99,65.38
2025-10-21,101.8,65.37
2025-10-22,101.84,65.3
2025-10-23,101.77,65.33
2025-10-24,101.79,65.37
2025-10-25,101.86,65.52
2025-10-26,101.79,65.52
2025-10-27,101.78,65.55
2025-10-28,101.96,65.68
2025-10-29,101.87,65.84
2025-10-30,101.95,66.0
2025-10-31,101.85,65.96
2025-11-01,101.45,65.86
2025-11-02,101.53,65.9
2025-11-03,101.54,65.96
2025-11-04,101.46,65.93
2025-11-05,101.51,65.94
2025-11-06,101.56,65.95
2025-11-07,101.75,66.1
2025-11-08,102.28,66.37
2025-11-09,102.36,66.38
2025-11-10,102.26,66.33
2025-11-11,102.39,66.37
2025-11-12,102.37,66.34
2025-11-13,102.36,66.27
2025-11-14,102.24,66.15
2025-11-15,102.44,66.2
2025-11-16,102.51,66.28
2025-11-17,102.64,66.31
2025-11-18,102.72,66.33
2025-11-19,102.73,66.3
2025-11-20,102.86,66.34
2025-11-21,102.98,66.37
2025-11-22,103.05,66.38
2025-11-23,103.08,66.37
2025-11-24,103.21,66.38
2025-11-25,103.31,66.36
2025-11-26,103.49,66.46
2025-11-27,103.6,66.52
2025-11-28,103.69,66.6
2025-11-29,103.61,66.58
2025-11-30,103.62,66.61
2025-12-01,103.53,66.66
2025-12-02,103.54,66.66
2025-12-03,103.44,66.58
2025-12-04,103.38,66.53
2025-12-05,103.32,66.5
2025-12-06,103.39,66.49
2025-12-07,103.4,66.52
2025-12-08,103.5,66.48
2025-12-09,103.4,66.5
2025-12-10,103.43,66.59
2025-12-11,103.37,66.63
2025-12-12,103.41,66.71
2025-12-13,103.4,66.83
2025-12-14,103.46,66.92
2025-12-15,103.4,66.99
2025-12-16,103.51,67.06
2025-12-17,103.84,67.07
2025-12-18,104.29,67.13
2025-12-19,104.62,67.17
2025-12-20,104.88,67.16
2025-12-21,104.96,67.06
2025-12-22,105.3,67.14
2025-12-23,105.6,67.19
2025-12-24,105.66,67.29
2025-12-25,105.6,67.29
2025-12-26,105.41,67.26
2025-12-27,105.23,67.2
2025-12-28,105.24,67.2
2025-12-29,105.01,67.13
2025-12-30,104.91,67.15
2025-12-31,104.73,67.13
2026-01-01,104.31,67.06
2026-01-02,104.18,67.03
2026-01-03,104.02,66.93
2026-01-04,103.8,66.85
2026-01-05,103.68,66.8
2026-01-06,103.52,66.76
2026-01-07,103.45,66.8
2026-01-08,103.57,66.91
2026-01-09,103.56,66.98
2026-01-10,103.64,67.14
2026-01-11,103.79,67.38
2026-01-12,103.8,67.49
2026-01-13,103.86,67.61
2026-01-14,103.88,67.65
2026-01-15,103.97,67.79
2026-01-16,104.05,67.99
2026-01-17,104.14,68.19
2026-01-18,104.16,68.29
2026-01-19,104.28,68.43
2026-01-20,104.26,68.46
2026-01-21,104.31,68.53
2026-01-22,104.32,68.54
2026-01-23,104.4,68.61
2026-01-24,104.39,68.68
2026-01-25,104.41,68.84
2026-01-26,104.32,68.94
2026-01-27,104.3,69.11
2026-01-28,104.18,69.27
2026-01-29,104.07,69.37
2026-01-30,103.89,69.44
2026-01-31,103.8,69.56
2026-02-01,103.55,69.64
2026-02-02,103.54,69.81
2026-02-03,103.48,69.96
2026-02-04,103.43,70.06
2026-02-05,103.31,70.07
2026-02-06,103.45,70.3
2026-02-07,103.46,70.32
2026-02-08,103.61,70.4
2026-02-09,103.61,70.42
2026-02-10,103.69,70.49
2026-02-11,103.75,70.52
2026-02-12,103.98,70.7
2026-02-13,104.0,70.62
2026-02-14,104.1,70.71
2026-02-15,104.26,70.83
2026-02-16,104.4,70.94
2026-02-17,104.37,70.96
2026-02-18,104.44,71.12
2026-02-19,104.41,71.26
2026-02-20,104.47,71.44
2026-02-21,104.52,71.45
2026-02-22,104.51,71.4
2026-02-23,104.37,71.27
2026-02-24,104.43,71.03
2026-02-25,104.49,70.71
2026-02-26,104.65,70.34
2026-02-27,104.72,69.88
